clade_name	clade_taxid	ERR1190976.metaphlan4.abundance.profile	ERR1190975.metaphlan4.abundance.profile	ERR1190974.metaphlan4.abundance.profile	ERR1190973.metaphlan4.abundance.profile	ERR1190972.metaphlan4.abundance.profile	ERR1190971.metaphlan4.abundance.profile	ERR1190970.metaphlan4.abundance.profile	ERR1190969.metaphlan4.abundance.profile	ERR1190968.metaphlan4.abundance.profile	ERR1190967.metaphlan4.abundance.profile	ERR1190966.metaphlan4.abundance.profile	ERR1190965.metaphlan4.abundance.profile	ERR1190964.metaphlan4.abundance.profile	ERR1190963.metaphlan4.abundance.profile	ERR1190962.metaphlan4.abundance.profile	ERR1190961.metaphlan4.abundance.profile	ERR1190960.metaphlan4.abundance.profile	ERR1190959.metaphlan4.abundance.profile	ERR1190958.metaphlan4.abundance.profile	ERR1190957.metaphlan4.abundance.profile	ERR1190956.metaphlan4.abundance.profile	ERR1190955.metaphlan4.abundance.profile	ERR1190954.metaphlan4.abundance.profile	ERR1190953.metaphlan4.abundance.profile	ERR1190952.metaphlan4.abundance.profile	ERR1190951.metaphlan4.abundance.profile	ERR1190950.metaphlan4.abundance.profile	ERR1190949.metaphlan4.abundance.profile	ERR1190948.metaphlan4.abundance.profile	ERR1190947.metaphlan4.abundance.profile	ERR1190946.metaphlan4.abundance.profile	ERR1190945.metaphlan4.abundance.profile	ERR1190944.metaphlan4.abundance.profile	ERR1190943.metaphlan4.abundance.profile	ERR1190942.metaphlan4.abundance.profile	ERR1190941.metaphlan4.abundance.profile	ERR1190940.metaphlan4.abundance.profile	ERR1190939.metaphlan4.abundance.profile	ERR1190938.metaphlan4.abundance.profile	ERR1190937.metaphlan4.abundance.profile	ERR1190936.metaphlan4.abundance.profile	ERR1190935.metaphlan4.abundance.profile	ERR1190934.metaphlan4.abundance.profile	ERR1190933.metaphlan4.abundance.profile	ERR1190932.metaphlan4.abundance.profile	ERR1190931.metaphlan4.abundance.profile	ERR1190930.metaphlan4.abundance.profile	ERR1190929.metaphlan4.abundance.profile	ERR1190928.metaphlan4.abundance.profile	ERR1190927.metaphlan4.abundance.profile	ERR1190926.metaphlan4.abundance.profile	ERR1190925.metaphlan4.abundance.profile	ERR1190924.metaphlan4.abundance.profile	ERR1190923.metaphlan4.abundance.profile	ERR1190922.metaphlan4.abundance.profile	ERR1190921.metaphlan4.abundance.profile	ERR1190920.metaphlan4.abundance.profile	ERR1190919.metaphlan4.abundance.profile	ERR1190918.metaphlan4.abundance.profile	ERR1190917.metaphlan4.abundance.profile	ERR1190916.metaphlan4.abundance.profile	ERR1190915.metaphlan4.abundance.profile	ERR1190914.metaphlan4.abundance.profile	ERR1190913.metaphlan4.abundance.profile	ERR1190912.metaphlan4.abundance.profile	ERR1190911.metaphlan4.abundance.profile	ERR1190910.metaphlan4.abundance.profile	ERR1190909.metaphlan4.abundance.profile	ERR1190908.metaphlan4.abundance.profile	ERR1190907.metaphlan4.abundance.profile	ERR1190906.metaphlan4.abundance.profile	ERR1190905.metaphlan4.abundance.profile	ERR1190904.metaphlan4.abundance.profile	ERR1190903.metaphlan4.abundance.profile	ERR1190902.metaphlan4.abundance.profile	ERR1190901.metaphlan4.abundance.profile	ERR1190900.metaphlan4.abundance.profile	ERR1190899.metaphlan4.abundance.profile	ERR1190898.metaphlan4.abundance.profile	ERR1190897.metaphlan4.abundance.profile	ERR1190896.metaphlan4.abundance.profile	ERR1190895.metaphlan4.abundance.profile	ERR1190894.metaphlan4.abundance.profile	ERR1190893.metaphlan4.abundance.profile	ERR1190892.metaphlan4.abundance.profile	ERR1190891.metaphlan4.abundance.profile	ERR1190890.metaphlan4.abundance.profile	ERR1190889.metaphlan4.abundance.profile	ERR1190888.metaphlan4.abundance.profile	ERR1190887.metaphlan4.abundance.profile	ERR1190886.metaphlan4.abundance.profile	ERR1190885.metaphlan4.abundance.profile	ERR1190884.metaphlan4.abundance.profile	ERR1190883.metaphlan4.abundance.profile	ERR1190882.metaphlan4.abundance.profile	ERR1190881.metaphlan4.abundance.profile	ERR1190880.metaphlan4.abundance.profile	ERR1190879.metaphlan4.abundance.profile	ERR1190878.metaphlan4.abundance.profile	ERR1190877.metaphlan4.abundance.profile	ERR1190876.metaphlan4.abundance.profile	ERR1190875.metaphlan4.abundance.profile	ERR1190874.metaphlan4.abundance.profile	ERR1190873.metaphlan4.abundance.profile	ERR1190872.metaphlan4.abundance.profile	ERR1190871.metaphlan4.abundance.profile	ERR1190870.metaphlan4.abundance.profile	ERR1190869.metaphlan4.abundance.profile	ERR1190868.metaphlan4.abundance.profile	ERR1190867.metaphlan4.abundance.profile	ERR1190866.metaphlan4.abundance.profile	ERR1190865.metaphlan4.abundance.profile	ERR1190864.metaphlan4.abundance.profile	ERR1190863.metaphlan4.abundance.profile	ERR1190862.metaphlan4.abundance.profile	ERR1190861.metaphlan4.abundance.profile	ERR1190860.metaphlan4.abundance.profile	ERR1190859.metaphlan4.abundance.profile	ERR1190858.metaphlan4.abundance.profile	ERR1190857.metaphlan4.abundance.profile	ERR1190856.metaphlan4.abundance.profile	ERR1190855.metaphlan4.abundance.profile	ERR1190854.metaphlan4.abundance.profile	ERR1190853.metaphlan4.abundance.profile	ERR1190852.metaphlan4.abundance.profile	ERR1190851.metaphlan4.abundance.profile	ERR1190850.metaphlan4.abundance.profile	ERR1190849.metaphlan4.abundance.profile	ERR1190848.metaphlan4.abundance.profile	ERR1190847.metaphlan4.abundance.profile	ERR1190846.metaphlan4.abundance.profile	ERR1190845.metaphlan4.abundance.profile	ERR1190844.metaphlan4.abundance.profile	ERR1190843.metaphlan4.abundance.profile	ERR1190842.metaphlan4.abundance.profile	ERR1190841.metaphlan4.abundance.profile	ERR1190840.metaphlan4.abundance.profile	ERR1190839.metaphlan4.abundance.profile	ERR1190838.metaphlan4.abundance.profile	ERR1190837.metaphlan4.abundance.profile	ERR1190836.metaphlan4.abundance.profile	ERR1190835.metaphlan4.abundance.profile	ERR1190834.metaphlan4.abundance.profile	ERR1190833.metaphlan4.abundance.profile	ERR1190832.metaphlan4.abundance.profile	ERR1190831.metaphlan4.abundance.profile	ERR1190830.metaphlan4.abundance.profile	ERR1190829.metaphlan4.abundance.profile	ERR1190828.metaphlan4.abundance.profile	ERR1190827.metaphlan4.abundance.profile	ERR1190826.metaphlan4.abundance.profile	ERR1190825.metaphlan4.abundance.profile	ERR1190824.metaphlan4.abundance.profile	ERR1190823.metaphlan4.abundance.profile	ERR1190822.metaphlan4.abundance.profile	ERR1190821.metaphlan4.abundance.profile	ERR1190820.metaphlan4.abundance.profile	ERR1190819.metaphlan4.abundance.profile	ERR1190818.metaphlan4.abundance.profile	ERR1190817.metaphlan4.abundance.profile	ERR1190816.metaphlan4.abundance.profile	ERR1190815.metaphlan4.abundance.profile	ERR1190814.metaphlan4.abundance.profile	ERR1190813.metaphlan4.abundance.profile	ERR1190812.metaphlan4.abundance.profile	ERR1190811.metaphlan4.abundance.profile	ERR1190810.metaphlan4.abundance.profile	ERR1190809.metaphlan4.abundance.profile	ERR1190808.metaphlan4.abundance.profile	ERR1190807.metaphlan4.abundance.profile	ERR1190806.metaphlan4.abundance.profile	ERR1190805.metaphlan4.abundance.profile	ERR1190804.metaphlan4.abundance.profile	ERR1190803.metaphlan4.abundance.profile	ERR1190802.metaphlan4.abundance.profile	ERR1190801.metaphlan4.abundance.profile	ERR1190800.metaphlan4.abundance.profile	ERR1190799.metaphlan4.abundance.profile	ERR1190798.metaphlan4.abundance.profile	ERR1190797.metaphlan4.abundance.profile	ERR1190796.metaphlan4.abundance.profile	ERR1190795.metaphlan4.abundance.profile	ERR1190794.metaphlan4.abundance.profile	ERR1190793.metaphlan4.abundance.profile	ERR1190792.metaphlan4.abundance.profile	ERR1190791.metaphlan4.abundance.profile	ERR1190790.metaphlan4.abundance.profile	ERR1190789.metaphlan4.abundance.profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977	2|1239|186801|186802|543314|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.00567	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0	0	0	0	0.00303	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0.0193	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959	2|1239|186801|186802|543314||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.00567	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0	0	0	0	0.00303	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0.0193	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959|t__SGB3959	2|1239|186801|186802|543314|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.00567	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0.00492	0	0	0	0	0	0	0	0	0	0.00303	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0.0193	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980	2|1239|186801|186802|543314|	0	0	0.00881	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0.00468	0	0	0	0.01942	0.00173	0	0	0	0	0	0	0.00037	0.00419	0	0	0	0	0	0	0	0	0	0	0	0.01506	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762	0.00454	0	0	0	0	0	0	0.00021	0.00136	0	0	0.00388	0.00027	0	0.00019	0.00943	0	0	0	0	0	0	0	0	0	0	0	0	0.00973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962	2|1239|186801|186802|543314||	0	0	0.00881	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0.00468	0	0	0	0.01942	0.00173	0	0	0	0	0	0	0.00037	0.00419	0	0	0	0	0	0	0	0	0	0	0	0.01506	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762	0.00454	0	0	0	0	0	0	0.00021	0.00136	0	0	0.00388	0.00027	0	0.00019	0.00943	0	0	0	0	0	0	0	0	0	0	0	0	0.00973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2980|s__GGB2980_SGB3962|t__SGB3962	2|1239|186801|186802|543314|||	0	0	0.00881	0.00118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0.00468	0	0	0	0.01942	0.00173	0	0	0	0	0	0	0.00037	0.00419	0	0	0	0	0	0	0	0	0	0	0	0.01506	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00762	0.00454	0	0	0	0	0	0	0.00021	0.00136	0	0	0.00388	0.00027	0	0.00019	0.00943	0	0	0	0	0	0	0	0	0	0	0	0	0.00973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987	2|1239|186801|186802|543314|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408	0	0.00043	0	0	0	0	0	0	0	0	0	0	0.01353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969	2|1239|186801|186802|543314||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408	0	0.00043	0	0	0	0	0	0	0	0	0	0	0.01353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2987|s__GGB2987_SGB3969|t__SGB3969	2|1239|186801|186802|543314|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408	0	0.00043	0	0	0	0	0	0	0	0	0	0	0.01353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387	2|1239|186801|186802|543314|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387|s__GGB32387_SGB47381	2|1239|186801|186802|543314||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB32387|s__GGB32387_SGB47381|t__SGB47381	2|1239|186801|186802|543314|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium	2|1239|186801|186802|543314|86331	0	0	0	0	0	0	0.00059	0	0.00479	0	7e-05	0.00163	0	0.03254	0	0.00299	0.05965	0.0065	0.00034	0	0	0.01085	0	0.00444	0	0	0.00253	0.00306	0.00076	0.00243	0	0	0.00623	0.008	0	0	0	0.00033	0	0	0	0	0.00144	0	0	0	0	0.00315	0.00214	0.00225	0	0.00129	0	0.00025	0	0.00131	0.00153	0.00949	0	0	0	0	0.00121	0	0	0	0	0	0	0	0.00162	0.00604	0	0	0	0	0.00206	0.00297	0.00061	0.02237	0.02225	0.04812	0.00079	0.00183	0	0	0	0	0	0	0	0.00445	0.01663	0.00037	0	0	0	0.00047	0	0.00094	0	0	0.00105	0	0	0.00523	0	0.00431	0	0	0	0.00779	0.00137	0	0	0.01014	0	0.00337	0.00152	0	0.0005	0	0	0	9e-05	0.01247	0	0.00845	0	0	0.00295	0.00131	0.00051	0	0.00039	0.00093	0.00302	0.00914	0	0.00201	0	0	0	0	0.00791	0.00395	0	0	0	0	0.00366	0.02695	0	0.00121	0.00015	0.01253	0	0.00056	0.00901	0	0	3e-05	5e-05	0.06263	0	0.00067	0	0.00081	0.00273	0	0.0035	0.00279	0.04081	0.01817	0.00028	0.00279	0	0	0	0	0.00808	0.00489	0	0	0.00015	0.03057	0	0.05844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum	2|1239|186801|186802|543314|86331|114527	0	0	0	0	0	0	0.00059	0	0	0	7e-05	0.00163	0	0.03254	0	0.00299	0.00159	0.00146	0.00034	0	0	0	0	0	0	0	0.00253	0.00306	0	0	0	0	0.00529	0.008	0	0	0	0	0	0	0	0	0.00144	0	0	0	0	0.00315	0.00027	0	0	0	0	0.00025	0	0	0.00153	0.00034	0	0	0	0	0.00121	0	0	0	0	0	0	0	0.00162	0.00604	0	0	0	0	0	0	0.00061	0	0	0	0.00079	0.00183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0.00094	0	0	0.00105	0	0	0	0	0.00431	0	0	0	0	0	0	0	0.00103	0	0	0.00152	0	0	0	0	0	9e-05	0	0	0.00239	0	0	0	0.00051	0	0	0.00039	0	0	0	0	0.00201	0	0	0	0	0	0	0	0	0	0	0.0021	0.00077	0	0	0	0	0	0.00056	0	0	0	3e-05	0	0	0	0.00067	0	0.00074	0.00273	0	0.0035	0.00279	0	0	0.00019	0.00279	0	0	0	0	0.00808	0.00489	0	0	0	0.03057	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum|t__SGB3922_group	2|1239|186801|186802|543314|86331|114527|	0	0	0	0	0	0	0.00059	0	0	0	7e-05	0.00163	0	0.03254	0	0.00299	0.00159	0.00146	0.00034	0	0	0	0	0	0	0	0.00253	0.00306	0	0	0	0	0.00529	0.008	0	0	0	0	0	0	0	0	0.00144	0	0	0	0	0.00315	0.00027	0	0	0	0	0.00025	0	0	0.00153	0.00034	0	0	0	0	0.00121	0	0	0	0	0	0	0	0.00162	0.00604	0	0	0	0	0	0	0.00061	0	0	0	0.00079	0.00183	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0.00094	0	0	0.00105	0	0	0	0	0.00431	0	0	0	0	0	0	0	0.00103	0	0	0.00152	0	0	0	0	0	9e-05	0	0	0.00239	0	0	0	0.00051	0	0	0.00039	0	0	0	0	0.00201	0	0	0	0	0	0	0	0	0	0	0.0021	0.00077	0	0	0	0	0	0.00056	0	0	0	3e-05	0	0	0	0.00067	0	0.00074	0.00273	0	0.0035	0.00279	0	0	0.00019	0.00279	0	0	0	0	0.00808	0.00489	0	0	0	0.03057	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii	2|1239|186801|186802|543314|86331|2606708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-05	0.06263	0	0	0	0	0	0	0	0	0.03764	0.01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_kristiansenii|t__SGB3926_group	2|1239|186801|186802|543314|86331|2606708|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-05	0.06263	0	0	0	0	0	0	0	0	0.03764	0.01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_BX12	2|1239|186801|186802|543314|86331|2763644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352	0.00081	0	0	0	0	0	0.00444	0	0	0	0	0.00076	0.00243	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0.00129	0	0	0	0	0	0.00543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00206	0.00297	0	0	0.01462	0.02623	0	0	0	0	0	0	0	0	0	0.00445	0.00214	0.00037	0	0	0	0	0	0	0	0	0	0	0	0.00523	0	0	0	0	0	0	0.00137	0	0	0.00911	0	0	0	0	0	0	0	0	0	0.00031	0	0.00606	0	0	0	0	0.00051	0	0	0.00077	0	0	0	0	0	0	0	0	0.00233	0	0	0	0	0	0.00156	0.02198	0	0.00121	0	0.00275	0	0	0.00901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317	9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
